YEAR,QUARTER,UNIT,iceland_pgdp,hard_peg_pgdp_weighted,hard_peg_pgdp_simple,crawl_tight_pgdp_weighted,crawl_tight_pgdp_simple,managed_float_pgdp_weighted,managed_float_pgdp_simple,free_float_pgdp_weighted,free_float_pgdp_simple,freely_falling_pgdp_weighted,freely_falling_pgdp_simple,dual_market_pgdp_weighted,dual_market_pgdp_simple
1999,1,Percentage of Nominal GDP (%),-10.58946982232427,4.011425271619363,-2.700149805923229,-1.105916636254813,-3.736443279063409,-0.757219741920367,-2.7405149976559278,0.05451426887348339,-0.8798454805876668,3.169883480356609,-3.936475757136293,NA,NA
1999,2,Percentage of Nominal GDP (%),-6.040192143828137,-0.7399006976240705,-2.7005285166620885,-1.536779171919805,-4.100622350627144,0.16369785211805898,-1.3380298674796134,-1.9953569747783944,-2.9175229596942414,-6.044614326639887,4.265013655650931,NA,NA
1999,3,Percentage of Nominal GDP (%),-15.89503482425742,0.3748321802245188,-0.2041650430062955,1.336060075514531,-3.5892108695116693,-1.531014263145391,-0.31086958430330536,-0.9219085598325762,-2.1857824077677357,-1.043683787060152,-6.254459671121617,NA,NA
1999,4,Percentage of Nominal GDP (%),-6.696506793474925,-1.3289456278594256,-3.995545189638896,-2.156322609974058,-7.20259619218413,-0.7143709246687066,-4.022354424862726,-3.151656144227792,-4.780261615118118,5.871920749390709,-4.316790734381197,NA,NA
2000,1,Percentage of Nominal GDP (%),-9.461852761725455,-1.3885127999156932,-0.019122343141890392,0.3658308169363545,-2.3361658824906537,-0.09272242373867978,-0.2324266683556886,-0.26650857569494657,0.5892701491475123,1.492855728953602,-4.688097535073684,NA,NA
2000,2,Percentage of Nominal GDP (%),-23.871759702250674,-2.1096759087001447,-0.7789149439261243,1.4290780038226025,-3.5928142488438755,0.5452351866588918,-0.671606937879256,-2.8514008282674514,-2.594110109602793,-3.9036324431912415,-2.6816361406302933,NA,NA
2000,3,Percentage of Nominal GDP (%),-8.097728017405988,1.423596566292784,1.6416570888044126,2.878551715990296,-2.168656122000226,-1.5613585353146342,-2.5852216655107583,-3.734042248483554,-2.8234043504883535,-3.032841267208493,-1.8963858782876448,NA,NA
2000,4,Percentage of Nominal GDP (%),-3.891172645506406,-0.43907804934592426,-1.6907939306988782,-0.12547042060043911,-5.631622359048046,-2.1928383752598903,-1.6658452838125306,-3.505249639340861,-1.812481211058922,-11.857687842096531,-8.940887964803263,NA,NA
2001,1,Percentage of Nominal GDP (%),-7.234770333074709,-0.3597429102288496,0.2696493461584999,0.5391731440705921,-1.6679043253209824,0.2255630805991791,0.7494487641801095,-2.351208814546607,0.3604638846050656,1.4210188791390985,-1.2494394345826625,NA,NA
2001,2,Percentage of Nominal GDP (%),11.488546694808521,-0.3722781828240779,-0.7766330543671879,0.5440162767963451,-3.0003080370692303,0.6895431698872335,3.5119512000844395,-2.5431754166890337,-1.8533256602804848,4.828361258684103,1.3830472013147492,NA,NA
2001,3,Percentage of Nominal GDP (%),-8.203463968188334,0.44431404667952856,-0.6283680659402386,-1.495940272906679,-1.8913935844305219,-0.4068956361709642,-0.9117619134393078,-1.6507835663676058,-0.9354680242881666,-3.6207601144258272,-2.206143543038981,NA,NA
2001,4,Percentage of Nominal GDP (%),0.05192346296118474,1.4300925463082088,-5.50062457908107,-0.6387482117991864,-4.53407984710836,0.6893175820748731,-1.0149085034247811,-2.905613911826489,-1.4915820833215374,3.00200616710629,-2.376930117174325,NA,NA
2002,1,Percentage of Nominal GDP (%),-6.710394345959793,-0.9416335943201616,-2.1866197428756835,-0.143620010917845,-2.231400127909235,-2.0574110520672506,0.3860280341942724,-1.4068032034470028,-0.1362480195987693,1.3331031438648113,1.5417475895917567,NA,NA
2002,2,Percentage of Nominal GDP (%),-3.5586480745461166,-1.111923891175587,-2.2496618390315972,-0.34862466223662897,-2.8746005152774976,-1.362535347087806,-1.3639035789987108,-2.647944641518431,-2.234718068608787,5.512781270960901,3.546667457627888,NA,NA
2002,3,Percentage of Nominal GDP (%),0.7771002469504332,-0.7865129623463865,-3.094869510277592,-2.7425809805773063,-6.879598754000953,-0.27427725074457654,-1.7421833988468174,-3.470643539448189,-0.6448930115246796,3.7804745439989613,6.28455808005906,NA,NA
2002,4,Percentage of Nominal GDP (%),8.624406856180716,0.4417197583489218,-5.301486946526017,-3.248242234976042,-6.613451237725741,-0.25905219776607763,0.35050395611739404,-3.5655080737756375,-1.3866707135417635,0.47671154421877904,-2.7284603129712743,NA,NA
2003,1,Percentage of Nominal GDP (%),1.8248151865467621,-0.561027935194679,-2.3593416624345163,0.4538787909132886,-2.3547865424387746,1.2935884285342585,-0.832642100579182,-3.313267356684049,-1.694236758004784,-3.5200287838810267,-2.1057595992291143,NA,NA
2003,2,Percentage of Nominal GDP (%),-6.294568677750659,-0.06256854673078259,-1.7058816611398977,-0.9704312364278634,-4.619671032747253,-1.1929227828943376,0.8889329520983988,-2.268438364802324,-2.4455231967543316,5.936618708474739,5.936618708474739,NA,NA
2003,3,Percentage of Nominal GDP (%),-5.668376428977159,-0.8862721513083258,-2.2798236739669284,0.1290952211632121,-2.8709829329281398,-0.9010231704498319,-1.8692631138727824,-3.440297395757239,-1.9061921696189805,14.89412551981263,14.89412551981263,NA,NA
2003,4,Percentage of Nominal GDP (%),-4.217754669065969,1.2577338741042787,-3.896805540859245,-1.1815865398847594,-3.2476725247062457,-2.8856708898536048,-1.9760614446597735,-4.644900287326897,-1.021146848416205,5.358252473591128,5.358252473591128,NA,NA
2004,1,Percentage of Nominal GDP (%),-1.5479252794829053,0.5051411176648807,-0.8445916996850985,1.5580009021693186,-2.31248641127142,-1.2717990284424079,-1.2997860930036762,-4.474816637731614,-3.8354411607133714,8.5627238227591,8.5627238227591,NA,NA
2004,2,Percentage of Nominal GDP (%),-21.17012916322677,1.652533554789262,-4.370684506410863,-0.6855714901994129,-5.660401784559126,0.6363135048781572,0.25792169230789597,-2.4777074876761014,-0.9947634556240248,6.980597573360415,6.980597573360415,NA,NA
2004,3,Percentage of Nominal GDP (%),2.450413147626663,1.6940991500732594,-1.5998533269216269,1.909064715203144,-2.5785495966078535,-0.48764417407031696,-2.366505219908832,-1.2086884209240218,-0.14531933464843944,18.026974539882765,18.026974539882765,NA,NA
2004,4,Percentage of Nominal GDP (%),-35.06650845916419,1.1255249970110561,-2.094922619368609,-4.485869660082744,-6.162412820377236,0.8552171170605308,-4.270830143551546,-3.3225300323199236,-2.7594033792008976,5.13122026832006,5.13122026832006,NA,NA
2005,1,Percentage of Nominal GDP (%),-42.44695978269558,-1.2500711246159688,-0.39521665792117217,-0.400289137439255,-2.1738060484066604,1.4284397862788025,-1.5765536200579846,-1.6133300018070909,-3.2338104371801126,5.454228421970357,5.454228421970357,NA,NA
2005,2,Percentage of Nominal GDP (%),3.0454607975860806,-0.8804071581000432,-6.200227191167149,-0.5001009072559108,-3.2657931416997603,-2.5383721309796448,-0.23449142942040477,-1.4457195928694606,-2.534867676266814,7.225806451612904,7.225806451612904,NA,NA
2005,3,Percentage of Nominal GDP (%),-7.811473508699472,-1.7738977161913003,-2.582900820932765,-1.1343868722863661,-3.79277139255329,0.7746116972337168,-1.7637045627479806,-3.3498825858834236,-1.064665157610913,13.94664341761116,13.94664341761116,NA,NA
